PLAYER_ID,PLAYER_NAME,draft_year,box_role_y1_to_y4_displacement,box_role_total_path_length,observed_boxscore_seasons
2571,Leandro Barbosa,2003,3.2065968539473415,5.443461039799965,4
2572,Josh Howard,2003,2.8422505825078392,4.646217831330849,4
2573,Maciej Lampe,2003,,6.015692588253249,3
2574,Jason Kapono,2003,2.2174056085088076,7.926725612817254,4
2575,Luke Walton,2003,2.88866466815545,4.360630505629754,4
2580,Travis Hansen,2003,,,1
2581,Steve Blake,2003,2.296620128460187,5.434287344606696,4
2582,Slavko Vranes,2003,,,1
2583,Derrick Zimmerman,2003,,,1
2584,Willie Green,2003,1.7014449641519,6.378237845737556,4
2585,Zaza Pachulia,2003,3.0723042079562894,4.275434426092026,4
2586,Keith Bogans,2003,1.6280546062861079,6.913441712599633,4
2588,Matt Bonner,2003,,3.987462091632101,3
2590,Mo Williams,2003,3.163369545139605,6.5044926327790344,4
2591,James Lang,2003,,,1
2592,James Jones,2003,3.1664659038622713,6.216721797171658,4
2594,Kyle Korver,2003,3.1269605665759963,6.359436418919337,4
2601,Andreas Glyniadakis,2003,,,1
2602,Jerome Beasley,2003,,,1
2730,Dwight Howard,2004,4.068640356582865,5.233500891065828,4
2731,Emeka Okafor,2004,1.430937935250086,3.6013598710209136,4
2732,Ben Gordon,2004,1.665384782786909,5.079070884264396,4
2733,Shaun Livingston,2004,,2.7320416848811786,3
2734,Devin Harris,2004,3.017843239499503,7.021927713545621,4
2735,Josh Childress,2004,1.5872303143236732,3.697097813612919,4
2736,Luol Deng,2004,1.547049499237043,3.434096573736942,4
2737,Rafael Araujo,2004,,4.246814702581431,3
2738,Andre Iguodala,2004,4.031240159806436,6.1547622460841085,4
2739,Luke Jackson,2004,5.57426655139298,10.503849555058638,4
2740,Andris Biedrins,2004,2.502234494144986,4.683715186604296,4
2741,Robert Swift,2004,5.768216597015917,8.787318741474817,3
2742,Sebastian Telfair,2004,2.3510978896122596,4.897728830137028,4
2743,Kris Humphries,2004,1.7075318941825668,4.216549282664215,4
2744,Al Jefferson,2004,3.298148705263943,4.583302220949615,4
2745,Kirk Snyder,2004,2.679321895967559,5.326120823178086,4
2746,Josh Smith,2004,2.694836329293893,3.7209773066320695,4
2747,JR Smith,2004,3.108039533161536,5.05731403978168,4
2748,Dorell Wright,2004,9.274249165270978,13.865702714124854,4
2749,Jameer Nelson,2004,2.123532948147342,4.718697045295569,4
2750,Pavel Podkolzin,2004,,,2
2751,Viktor Khryapa,2004,2.6586316291979166,5.139441290003406,4
2752,Sergei Monia,2004,,,1
2753,Delonte West,2004,1.988543500349591,5.526000746409705,4
2754,Tony Allen,2004,1.5686635332676069,5.0951929782175505,4
2755,Kevin Martin,2004,5.891938915343751,7.3394769077786455,4
2756,Sasha Vujacic,2004,3.600879541783557,5.982001314483376,4
2757,Beno Udrih,2004,2.1513951847802764,5.915382566267848,4
2758,David Harrison,2004,1.2076287188987738,7.233397446054001,4
2760,Anderson Varejao,2004,3.4699101962868952,5.402032431850614,4
2761,Jackson Vroman,2004,,3.1471143346032098,2
2762,Peter John Ramos,2004,,,1
2763,Lionel Chalmers,2004,,,1
2764,Donta Smith,2004,,2.189093652838083,2
2765,Andre Emmett,2004,,,1
2766,Antonio Burks,2004,,2.9942000914543856,2
2767,Royal Ivey,2004,1.8543460163762229,6.392309041299647,4
2768,Chris Duhon,2004,1.1627066528845833,3.0536178683999258,4
2770,Justin Reed,2004,,3.592518341107164,3
2772,Trevor Ariza,2004,1.4024601631167024,5.241798174805586,4
2774,Bernard Robinson,2004,,4.188327923150526,3
2775,Ha Ha,2004,,2.6543730897923283,2
2776,Pape Sow,2004,,4.227630918416294,3
2779,Vassilis Spanoulis,2004,,,1
2782,Matt Freije,2004,,2.4047529237272802,2
2784,Luis Flores,2004,,,1
101106,Andrew Bogut,2005,1.5047261028504066,4.712107165281869,4
101107,Marvin Williams,2005,1.5501903472723357,4.234036714696606,4
101108,Chris Paul,2005,2.3607571498994853,4.810454767030113,4
101109,Raymond Felton,2005,1.0939646078718677,2.807385351889538,4
101110,Martell Webster,2005,7.982765907508242,10.511790541632688,4
101111,Charlie Villanueva,2005,2.743602797608163,4.126597639833635,4
101112,Channing Frye,2005,3.472409978807247,6.132176434558961,4
101113,Ike Diogu,2005,2.568961458890185,6.592333934886909,4
101114,Deron Williams,2005,4.063389863336757,4.632309203591478,4
101115,Andrew Bynum,2005,4.562725706736845,6.831173427152353,4
101117,Yaroslav Korolev,2005,,4.3701448287496465,2
101118,Sean May,2005,3.577776379308602,5.228249148303945,3
101119,Rashad McCants,2005,1.7111578137105719,7.700894880492191,4
101120,Antoine Wright,2005,2.8235264627974948,4.226392264024407,4
101121,Joey Graham,2005,1.3708728896822715,5.269162262825219,4
101122,Danny Granger,2005,5.897999910647638,6.919047580688003,4
101123,Gerald Green,2005,2.544442838835417,5.683764861292132,4
101124,Hakim Warrick,2005,2.107846639267703,5.010163810994694,4
101125,Julius Hodge,2005,,8.399967583509598,2
101126,Nate Robinson,2005,2.3467307598941702,4.275191032062396,4
101127,Jarrett Jack,2005,1.7990208883845908,3.8065697309304705,4
101128,Francisco Garcia,2005,2.2196175054323395,4.042075869901182,4
101129,Luther Head,2005,1.6490010889942879,4.214636659524032,4
101130,Johan Petro,2005,2.242175063106771,3.7342484034450587,4
101131,Jason Maxiell,2005,5.629552233688298,7.649391158783483,4
101132,Linas Kleiza,2005,2.801604040558971,4.8473659730045,4
101133,Ian Mahinmi,2005,,,1
101134,Wayne Simien,2005,,2.2245435594069183,2
101135,David Lee,2005,3.370053846557309,4.9633119071839715,4
101136,Salim Stoudamire,2005,,2.7352917581864777,3
101137,Daniel Ewing,2005,,1.3429225235280584,2
101138,Brandon Bass,2005,3.0922810387928563,4.295228748408374,4
101139,CJ Miles,2005,2.638571594138396,6.928657498340828,4
101141,Ersan Ilyasova,2005,,,1
101142,Ronny Turiaf,2005,4.413032240426009,6.001133684651144,4
101143,Travis Diener,2005,2.5203105688687177,6.073452212886828,4
101144,Von Wafer,2005,4.419698019196425,22.826585389153134,4
101145,Monta Ellis,2005,3.259494525344891,6.34647329257664,4
101146,Roko Ukic,2005,,,1
101147,Chris Taft,2005,,,1
101148,Mile Ilic,2005,,,1
101149,Martynas Andriuskevicius,2005,,,1
101150,Lou Williams,2005,4.180440191809472,6.252750032529532,4
101152,Bracey Wright,2005,,3.2375483557125526,2
101154,Andray Blatche,2005,2.300229359595488,5.121891995618787,4
101155,Ryan Gomes,2005,2.9869330003024213,3.784676031677985,4
101156,Robert Whaley,2005,,,1
101158,Orien Greene,2005,,6.148637613106853,3
101159,Dijon Thompson,2005,,6.768643108939399,2
101160,Lawrence Roberts,2005,,1.67325656893791,2
101161,Amir Johnson,2005,5.638239817256853,9.63658066571962,4
101162,Marcin Gortat,2005,,3.956204144567372,2
101165,Alex Acker,2005,3.78688398895722,3.78688398895722,2
101166,Uros Slokar,2005,,,1
200745,Andrea Bargnani,2006,1.6956607481924497,3.747529206825295,4
200746,LaMarcus Aldridge,2006,2.679177819821415,3.847132452020631,4
200747,Adam Morrison,2006,2.854527190144913,4.059456004404225,3
200748,Tyrus Thomas,2006,1.953129021281406,5.305378376732157,4
200749,Shelden Williams,2006,3.2365279004687415,6.454567580738518,4
200750,Brandon Roy,2006,1.92953495494635,3.2795624796263083,4
200751,Randy Foye,2006,1.2143078929415756,5.052969120780925,4
200752,Rudy Gay,2006,1.9653515895151383,3.811300947537502,4
200753,Patrick O'Bryant,2006,2.867873871520785,7.508707958143408,4
200754,Mouhamed Sene,2006,,10.842724074766721,3
200755,JJ Redick,2006,1.311972885509819,6.531909420228162,4
200756,Hilton Armstrong,2006,2.9616183105342038,5.684688325177206,4
200757,Thabo Sefolosha,2006,2.9011241018347893,4.353801797671588,4
200758,Ronnie Brewer,2006,2.704730722584494,5.170239321479908,4
200759,Cedric Simmons,2006,,8.479102831850334,3
200760,Rodney Carney,2006,1.7919872728383504,4.062028052517644,4
200761,Shawne Williams,2006,,6.882809271665568,3
200762,Oleksiy Pecherov,2006,,3.51105516960434,3
200763,Quincy Douby,2006,,2.94147343042408,3
200764,Renaldo Balkman,2006,3.9401494981381586,8.159316119340563,4
200765,Rajon Rondo,2006,2.9256976892127904,4.685031309539896,4
200767,Josh Boone,2006,3.5229825426407095,4.938516971006172,4
200768,Kyle Lowry,2006,3.112221450852368,5.084566361186281,4
200769,Shannon Brown,2006,1.8087797370235426,8.699491749192866,4
200770,Jordan Farmar,2006,1.8357988026485172,5.44136107941876,4
200771,Sergio Rodriguez,2006,2.5853094694753875,5.195769595096578,4
200772,Maurice Ager,2006,,4.514612899458585,3
200776,Mardy Collins,2006,2.04935939104573,4.906788354215275,4
200778,James White,2006,,11.03837392641853,2
200779,Steve Novak,2006,1.3056589523783992,6.85115290826086,4
200780,Solomon Jones,2006,2.1051037168298037,8.779556089767638,4
200781,Paul Davis,2006,10.513252525984376,13.365205056274258,4
200782,P.J. Tucker,2006,,,1
200783,Craig Smith,2006,1.9682376848640166,3.5665842680255695,4
200784,Bobby Jones,2006,,1.7460937703545143,2
200785,Kosta Perovic,2006,,,1
200786,David Noel,2006,,,1
200788,James Augustine,2006,,6.428180948160705,2
200789,Daniel Gibson,2006,0.9537694805486454,4.400619020530956,4
200790,Marcus Vinicius,2006,,3.716751592790926,2
200792,Alexander Johnson,2006,,1.7674415581190897,2
200793,Dee Brown,2006,,2.768413314456879,2
200794,Paul Millsap,2006,2.0084812658969846,3.4623000242203545,4
200796,Leon Powe,2006,3.299750545501666,7.605512804636465,4
200797,Ryan Hollins,2006,4.047504601032185,6.772111810378914,4
200798,Cheikh Samb,2006,,7.4373928375619,2
200799,Guillermo Diaz,2006,,,1
200801,Hassan Adams,2006,,3.3939347034689185,2
200806,Damir Markota,2006,,,1
200807,Will Blalock,2006,,,1
201141,Greg Oden,2007,,2.675081504155807,2
201142,Kevin Durant,2007,2.1308245277686364,4.6200443351208245,4
201143,Al Horford,2007,1.9996561502703822,3.096935776601609,4
201144,Mike Conley,2007,1.5957940432387827,2.963867898897221,4
201145,Jeff Green,2007,1.4885458098644184,4.252656339688159,4
201146,Yi Jianlian,2007,0.9800323246713278,4.952128349413522,4
201147,Corey Brewer,2007,2.800701329436301,5.543347098892383,4
201148,Brandan Wright,2007,1.404511902386018,3.48272062715914,3
201149,Joakim Noah,2007,1.7629459047508151,5.2093684893591465,4
201150,Spencer Hawes,2007,1.0800940922909505,3.5030255155645236,4
201151,Acie Law,2007,1.430787289562761,9.90410204078443,4
201152,Thaddeus Young,2007,,,1
201153,Julian Wright,2007,1.6731576146106877,4.6984428928040245,4
201154,Al Thornton,2007,2.101843544189006,3.9298215835525863,4
201155,Rodney Stuckey,2007,1.977674334641668,5.096924215542197,4
201156,Nick Young,2007,2.291291859815884,4.308580149606778,4
201157,Sean Williams,2007,,3.375324502063826,3
201158,Marco Belinelli,2007,2.2083139434335073,5.77007938468981,4
201159,Javaris Crittenton,2007,,2.994927603534535,2
201160,Jason Smith,2007,0.9036202924069902,2.4832377317971255,3
201161,Daequan Cook,2007,3.0166960986568276,6.122104945491986,4
201162,Jared Dudley,2007,2.214144053716801,4.471020259475524,4
201163,Wilson Chandler,2007,2.269193601024895,4.187164405413711,4
201164,Rudy Fernandez,2007,,1.704097205963793,3
201165,Morris Almond,2007,,2.726483928566824,2
201166,Aaron Brooks,2007,2.1950790981369113,5.323157603653203,4
201167,Arron Afflalo,2007,3.152168323102165,4.300763743955731,4
201168,Tiago Splitter,2007,,,1
201169,Alando Tucker,2007,,5.242228103385356,3
201171,Carl Landry,2007,2.232148140669316,5.031439757673892,4
201172,Gabe Pruitt,2007,,2.593643244994487,2
201173,Marcus Williams,2007,,12.733240727279762,2
201174,Nick Fazekas,2007,,,1
201175,Glen Davis,2007,3.31473469086367,5.971845966689158,4
201176,Jermareo Davidson,2007,,2.8830965593342586,2
201177,Josh McRoberts,2007,3.9790884544303293,7.417574397773328,4
201178,Kyrylo Fesenko,2007,2.899383679529157,9.852438763371701,4
201180,Sun Sun,2007,,,1
201181,Chris Richard,2007,,1.4797503785094779,2
201186,Stephane Lasme,2007,,,1
201187,Dominic McGuire,2007,2.197260434687274,8.08483467789858,4
201188,Marc Gasol,2007,,2.349753986631298,3
201189,Aaron Gray,2007,3.9850246419327817,6.535424794473578,4
201191,JamesOn Curry,2007,,,1
201192,Taurean Green,2007,,,1
201193,Demetris Nichols,2007,,4.756089934445351,2
201196,Ramon Sessions,2007,3.8637965574918596,6.805039488744617,4
201199,DJ Strawberry,2007,,,1
201446,Mike Taylor,2008,,,1
201563,Michael Beasley,2008,1.2835922261024066,5.374596524471449,4
201564,O.J. Mayo,2008,1.5174509800645364,3.5182441535205173,4
201565,Derrick Rose,2008,3.455489540455137,4.963818427429519,4
201566,Russell Westbrook,2008,2.6703658942585413,6.2155427824276845,4
201567,Kevin Love,2008,3.7547162860212753,5.264830397366181,4
201568,Danilo Gallinari,2008,3.393678769368106,6.45456158754031,4
201569,Eric Gordon,2008,3.0031907719336313,3.970149781469962,4
201570,Joe Alexander,2008,,4.725453345744519,2
201571,D.J. Augustin,2008,2.3575126577045746,5.558703963246251,4
201572,Brook Lopez,2008,5.74133243724107,6.868574483158326,4
201573,Jerryd Bayless,2008,3.122667076918272,4.937182098278352,4
201574,Jason Thompson,2008,1.27238195225064,2.8528162238199486,4
201575,Brandon Rush,2008,1.7965125959504606,3.3295967817184517,4
201576,Anthony Randolph,2008,1.6706572768211811,5.628248353145641,4
201577,Robin Lopez,2008,1.8182259881254457,6.185908413534709,4
201578,Marreese Speights,2008,1.8986429922850165,4.831430561598307,4
201579,Roy Hibbert,2008,2.2159774359267415,3.8464520957326642,4
201580,JaVale McGee,2008,1.8586827580572758,5.370753986977501,4
201581,JJ Hickson,2008,1.7445529672540738,6.946180360865823,4
201582,Alexis Ajinca,2008,,5.5819888051128705,3
201583,Ryan Anderson,2008,2.228462560232852,5.549294090649513,4
201584,Courtney Lee,2008,1.0334738243065567,3.9964200981881586,4
201585,Kosta Koufos,2008,2.0751364655707913,7.291821903868878,4
201586,Serge Ibaka,2008,,3.5962000632022972,3
201587,Nicolas Batum,2008,2.8979525647064848,4.5003824625763285,4
201588,George Hill,2008,1.73802296299877,4.1325166340281,4
201589,Darrell Arthur,2008,,3.1562587464008214,3
201590,Donte Greene,2008,1.6725807458204642,4.850727033610713,4
201591,DJ White,2008,2.2250923990704394,7.039495099746491,4
201592,J.R. Giddens,2008,,8.769388040014237,2
201593,Nikola Pekovic,2008,,2.352953194902125,2
201594,Walter Sharpe,2008,,,1
201595,Joey Dorsey,2008,,8.440392157648217,3
201596,Mario Chalmers,2008,1.2951830832540387,3.6477884219066867,4
201599,DeAndre Jordan,2008,2.619581231843455,4.960544408769654,4
201600,Omer Asik,2008,,2.5421283631855522,2
201601,Luc Mbah a Moute,2008,0.7869704825841584,3.151706206263488,4
201602,Kyle Weaver,2008,,6.269418259201426,3
201603,Sonny Weems,2008,,6.185210290760217,3
