PLAYER_ID,PLAYER_NAME,provisional_action_bucket,provisional_action_label,holdout_for_case_study,holdout_reason,case_study_priority,decision_card_ready_flag
2073,Brian Cardinal,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2036,Chris Mihm,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2084,Chris Porter,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2042,Courtney Alexander,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2053,Dalibor Bagaric,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2061,Dan Langhi,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2082,Dan McClintock,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2032,Darius Miles,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2052,DeShawn Stevenson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2035,DerMarr Johnson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2046,Desmond Mason,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2051,Donnell Harvey,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2067,Eddie House,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2059,Eduardo Najera,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2057,Erick Barkley,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2081,Ernest Brown,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2041,Etan Thomas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2069,Hanno Mottola,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2045,Hedo Turkoglu,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2080,Igor Rakocevic,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2074,Jabari Smith,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2054,Jake Tsakalidis,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2063,Jake Voskuhl,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2048,Jamaal Magloire,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2037,Jamal Crawford,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2044,Jason Collier,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2078,Jason Hart,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2040,Jerome Moiso,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2038,Joel Przybilla,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2079,Kaniel Dickens,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2030,Kenyon Martin,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2039,Keyon Dooling,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2064,Khalid El-Amin,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2068,Lavor Postell,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2055,Mamadou N'diaye,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2033,Marcus Fizer,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2058,Mark Madsen,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2060,Marko Jaric,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2043,Mateen Cleaves,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2072,Michael Redd,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2034,Mike Miller,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2065,Mike Smith,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2050,Morris Peterson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2071,Olumide Oyedeji,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2056,Primoz Brezec,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2047,Quentin Richardson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2066,Soumaila Samake,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2049,Speedy Claxton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2031,Stromile Swift,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2228,Alton Ford,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2264,Alvin Jones,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2238,Antonis Fotsis,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2250,Bobby Simmons,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2220,Brandon Armstrong,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2217,Brendan Haywood,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2243,Brian Scalabrine,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2245,Damone Brown,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2205,DeSagana Diop,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2248,Earl Watson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2204,Eddie Griffin,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2201,Eddy Curry,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2222,Gerald Wallace,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2240,Gilbert Arenas,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2224,Jamaal Tinsley,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2249,Jamison Brewer,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2260,Jarron Collins,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2215,Jason Collins,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2202,Jason Richardson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2244,Jeff Trepagnier,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2219,Jeryl Sasser,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2207,Joe Johnson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2218,Joseph Forte,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2208,Kedrick Brown,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2256,Ken Johnson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2261,Kenny Satterfield,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2213,Kirk Haston,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2198,Kwame Brown,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2254,Loren Woods,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2246,Mehmet Okur,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2214,Michael Bradley,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2241,Omar Cook,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2200,Pau Gasol,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2221,Raul Lopez,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2210,Richard Jefferson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2206,Rodney White,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2257,Ruben Boumtje-Boumtje,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2223,Samuel Dalembert,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2253,Sean Lampley,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2203,Shane Battier,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2212,Steven Hunter,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2242,Terence Morris,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2225,Tony Parker,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2239,Trenton Hassell,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2211,Troy Murphy,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2199,Tyson Chandler,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2209,Vladimir Radmanovic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2226,Will Solomon,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2216,Zach Randolph,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2405,Amar'e Stoudemire,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2411,Bostjan Nachbar,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2430,Carlos Boozer,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2406,Caron Butler,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2418,Casey Jacobsen,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2423,Chris Jefferies,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2442,Chris Owens,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2404,Chris Wilcox,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2451,Corsley Edwards,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2414,Curtis Borchardt,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2402,Dajuan Wagner,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2424,Dan Dickau,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2429,Dan Gadzuric,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2443,Darius Songaila,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2400,Drew Gooden,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2436,Flip Murray,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2421,Frank Williams,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2410,Fred Jones,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2441,Jamal Sampson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2407,Jared Jeffries,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2398,Jay Williams,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2412,Jiri Welsch,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2422,John Salmons,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2413,Juan Dixon,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2416,Kareem Rush,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2437,Lonny Baxter,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2409,Marcus Haislip,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2435,Mario Kasun,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2440,Matt Barnes,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2408,Melvin Ely,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2399,Mike Dunleavy,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2420,Nenad Krstic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2403,Nene,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2401,Nikoloz Tskitishvili,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2417,Qyntel Woods,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2450,Randy Holcomb,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2446,Rasual Butler,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2425,Robert Archibald,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2427,Roger Mason Jr.,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2415,Ryan Humphrey,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2447,Tamar Slay,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2419,Tayshaun Prince,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2432,Tito Maddox,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2428,Vincent Yarbrough,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2397,Yao Ming,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2601,Andreas Glyniadakis,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2564,Boris Diaw,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2567,Brian Cook,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2568,Carlos Delfino,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2546,Carmelo Anthony,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2547,Chris Bosh,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2549,Chris Kaman,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2563,Dahntay Jones,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2545,Darko Milicic,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2561,David West,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2583,Derrick Zimmerman,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2548,Dwyane Wade,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2592,James Jones,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2591,James Lang,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2553,Jarvis Hayes,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2574,Jason Kapono,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2602,Jerome Beasley,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2572,Josh Howard,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2586,Keith Bogans,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2570,Kendrick Perkins,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2550,Kirk Hinrich,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2594,Kyle Korver,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2544,LeBron James,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2571,Leandro Barbosa,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2557,Luke Ridnour,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2575,Luke Walton,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2573,Maciej Lampe,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2556,Marcus Banks,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2588,Matt Bonner,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2552,Michael Sweetney,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2554,Mickael Pietrus,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2590,Mo Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2569,Ndudi Ebi,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2555,Nick Collison,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2558,Reece Gaines,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2562,Sasha Pavlovic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2582,Slavko Vranes,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2581,Steve Blake,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2551,T.J. Ford,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2580,Travis Hansen,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2566,Travis Outlaw,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2559,Troy Bell,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2584,Willie Green,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2560,Zarko Cabarkapa,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2585,Zaza Pachulia,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2565,Zoran Planinic,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2744,Al Jefferson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2760,Anderson Varejao,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2765,Andre Emmett,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2738,Andre Iguodala,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2740,Andris Biedrins,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2766,Antonio Burks,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2732,Ben Gordon,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2757,Beno Udrih,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2774,Bernard Robinson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2768,Chris Duhon,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2758,David Harrison,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2753,Delonte West,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2734,Devin Harris,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2764,Donta Smith,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2748,Dorell Wright,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2730,Dwight Howard,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2731,Emeka Okafor,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2775,Ha Ha,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2747,JR Smith,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2761,Jackson Vroman,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2749,Jameer Nelson,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2735,Josh Childress,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2746,Josh Smith,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2770,Justin Reed,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2755,Kevin Martin,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2745,Kirk Snyder,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2743,Kris Humphries,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2763,Lionel Chalmers,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2784,Luis Flores,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2739,Luke Jackson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2736,Luol Deng,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2782,Matt Freije,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2776,Pape Sow,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2750,Pavel Podkolzin,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2762,Peter John Ramos,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2737,Rafael Araujo,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2741,Robert Swift,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2767,Royal Ivey,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2756,Sasha Vujacic,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2742,Sebastian Telfair,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2752,Sergei Monia,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2733,Shaun Livingston,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
2754,Tony Allen,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2772,Trevor Ariza,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
2779,Vassilis Spanoulis,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
2751,Viktor Khryapa,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101165,Alex Acker,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101161,Amir Johnson,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101154,Andray Blatche,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101106,Andrew Bogut,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101115,Andrew Bynum,wait_and_save_flexibility,Wait and save flexibility,True,Reserved salary suggestion demo player; exclude from future salary-model training/calibration.,reserved_demo,True
101120,Antoine Wright,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101152,Bracey Wright,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101138,Brandon Bass,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101139,CJ Miles,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101112,Channing Frye,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101111,Charlie Villanueva,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101108,Chris Paul,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101147,Chris Taft,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101137,Daniel Ewing,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101122,Danny Granger,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101135,David Lee,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101114,Deron Williams,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101159,Dijon Thompson,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101141,Ersan Ilyasova,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101128,Francisco Garcia,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101123,Gerald Green,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101124,Hakim Warrick,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101133,Ian Mahinmi,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101113,Ike Diogu,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101127,Jarrett Jack,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101131,Jason Maxiell,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101121,Joey Graham,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
101130,Johan Petro,wait_and_save_flexibility,Wait and save flexibility,False,,full_cohort,True
101125,Julius Hodge,avoid_overcommitting,Avoid overcommitting,False,,full_cohort,True
101160,Lawrence Roberts,offer_now_disciplined_band,Offer now at disciplined price,False,,full_cohort,True
