PLAYER_ID,COHORT_PLAYER_NAME,DRAFT_YEAR,season_num,season_string,games_with_shots,shot_attempts,shot_makes,fg_pct,avg_loc_x,avg_loc_y,avg_total_seconds_remaining,low_volume_lt25_flag,low_volume_lt50_flag,low_volume_lt100_flag
1908,Jumaine Jones,1999,4,2002-03,80,710,308,0.43380281690140843,15.307042253521127,59.10281690140845,320.44084507042254,0,0,0
1909,Scott Padgett,1999,1,1999-00,37,140,44,0.3142857142857143,-16.057142857142857,88.65714285714286,305.9642857142857,0,0,0
1909,Scott Padgett,1999,2,2000-01,19,43,18,0.4186046511627907,-6.953488372093023,83.6046511627907,206.53488372093022,0,1,1
1909,Scott Padgett,1999,3,2001-02,71,395,188,0.4759493670886076,-6.625316455696202,78.94683544303797,326.15696202531643,0,0,0
1909,Scott Padgett,1999,4,2002-03,82,423,170,0.40189125295508277,-12.53191489361702,107.0709219858156,385.25768321513004,0,0,0
1910,Leon Smith,1999,3,2001-02,9,26,10,0.38461538461538464,-5.730769230769231,9.961538461538462,239.1153846153846,0,1,1
1911,John Celestand,1999,1,1999-00,12,45,15,0.3333333333333333,14.11111111111111,93.42222222222222,295.68888888888887,0,1,1
1913,Michael Ruffin,1999,1,1999-00,56,138,58,0.42028985507246375,-6.463768115942029,10.159420289855072,305.92753623188406,0,0,0
1913,Michael Ruffin,1999,2,2000-01,35,90,40,0.4444444444444444,1.7,9.555555555555555,374.0111111111111,0,0,1
1913,Michael Ruffin,1999,3,2001-02,9,26,7,0.2692307692307692,-8.846153846153847,10.5,321.5,0,1,1
1914,Chris Herren,1999,1,1999-00,40,124,45,0.3629032258064516,13.53225806451613,100.93548387096774,397.5725806451613,0,0,0
1914,Chris Herren,1999,2,2000-01,21,96,29,0.3020833333333333,34.083333333333336,102.26041666666667,334.71875,0,0,1
1915,Evan Eschmeyer,1999,1,1999-00,23,72,38,0.5277777777777778,-5.444444444444445,13.583333333333334,322.0138888888889,0,0,1
1915,Evan Eschmeyer,1999,2,2000-01,63,200,92,0.46,-1.385,12.595,400.105,0,0,0
1915,Evan Eschmeyer,1999,3,2001-02,20,50,21,0.42,-8.16,11.86,301.36,0,0,1
1915,Evan Eschmeyer,1999,4,2002-03,11,19,7,0.3684210526315789,-7.052631578947368,32.421052631578945,294.8421052631579,1,1,1
1916,Calvin Booth,1999,1,1999-00,10,46,16,0.34782608695652173,-6.239130434782608,39.108695652173914,354.3478260869565,0,1,1
1916,Calvin Booth,1999,2,2000-01,51,252,120,0.47619047619047616,-3.6666666666666665,35.107142857142854,396.1547619047619,0,0,0
1916,Calvin Booth,1999,3,2001-02,15,82,35,0.4268292682926829,18.048780487804876,72.63414634146342,433.9268292682927,0,0,1
1916,Calvin Booth,1999,4,2002-03,38,119,52,0.4369747899159664,0.7226890756302521,58.563025210084035,383.5042016806723,0,0,0
1917,Wang Zhi-zhi,1999,2,2000-01,4,19,8,0.42105263157894735,24.157894736842106,86.42105263157895,304.7368421052632,1,1,1
1917,Wang Zhi-zhi,1999,3,2001-02,54,248,109,0.43951612903225806,5.879032258064516,117.53225806451613,285.258064516129,0,0,0
1917,Wang Zhi-zhi,1999,4,2002-03,37,162,62,0.38271604938271603,21.580246913580247,85.11111111111111,327.08024691358025,0,0,0
1918,Obinna Ekezie,1999,1,1999-00,32,88,41,0.4659090909090909,4.7272727272727275,23.204545454545453,302.77272727272725,0,0,1
1918,Obinna Ekezie,1999,2,2000-01,25,81,32,0.3950617283950617,3.5308641975308643,33.97530864197531,258.18518518518516,0,0,1
1918,Obinna Ekezie,1999,3,2001-02,18,39,13,0.3333333333333333,5.461538461538462,54.53846153846154,294.79487179487177,0,1,1
1919,Laron Profit,1999,1,1999-00,21,59,21,0.3559322033898305,4.661016949152542,69.2542372881356,320.3220338983051,0,0,1
1919,Laron Profit,1999,2,2000-01,31,142,56,0.39436619718309857,-0.8732394366197183,52.605633802816904,280.99295774647885,0,0,0
1921,Gordan Giricek,1999,4,2002-03,76,803,350,0.43586550435865506,7.364881693648817,70.06102117061022,357.57783312577834,0,0,0
1924,Lee Nailon,1999,2,2000-01,37,136,66,0.4852941176470588,-25.022058823529413,37.80882352941177,328.8529411764706,0,0,0
1924,Lee Nailon,1999,3,2001-02,79,764,369,0.4829842931937173,-7.557591623036649,37.8848167539267,350.7918848167539,0,0,0
1924,Lee Nailon,1999,4,2002-03,34,190,84,0.4421052631578947,6.947368421052632,34.92631578947368,342.4947368421053,0,0,0
1926,Ryan Robertson,1999,1,1999-00,1,6,2,0.3333333333333333,107.66666666666667,52.666666666666664,323.5,1,1,1
1928,Todd MacCulloch,1999,1,1999-00,43,161,89,0.5527950310559007,16.93167701863354,11.521739130434783,309.0621118012422,0,0,0
1928,Todd MacCulloch,1999,2,2000-01,55,185,109,0.5891891891891892,2.0648648648648646,12.086486486486486,305.97297297297297,0,0,0
1928,Todd MacCulloch,1999,3,2001-02,62,465,247,0.5311827956989247,9.810752688172043,12.931182795698925,386.8516129032258,0,0,0
1928,Todd MacCulloch,1999,4,2002-03,38,238,123,0.5168067226890757,7.5966386554621845,12.630252100840336,415.9957983193277,0,0,0
1930,Lari Ketner,1999,1,1999-00,14,32,13,0.40625,1.1875,24.28125,352.5,0,1,1
1934,Rodney Buford,1999,1,1999-00,29,151,62,0.4105960264900662,13.019867549668874,69.28476821192054,327.9801324503311,0,0,0
1934,Rodney Buford,1999,2,2000-01,43,241,104,0.4315352697095436,-12.726141078838173,70.81327800829875,332.24896265560164,0,0,0
1934,Rodney Buford,1999,3,2001-02,63,593,258,0.4350758853288364,7.701517706576729,65.27993254637437,350.7925801011804,0,0,0
1937,Tim Young,1999,1,1999-00,17,39,13,0.3333333333333333,-2.6923076923076925,48.41025641025641,158.30769230769232,0,1,1
1938,Manu Ginobili,1999,4,2002-03,67,397,174,0.43828715365239296,-3.438287153652393,69.20654911838791,346.09823677581863,0,0,0
2030,Kenyon Martin,2000,1,2000-01,68,777,346,0.4453024453024453,-13.41956241956242,53.36293436293436,374.4105534105534,0,0,0
2030,Kenyon Martin,2000,2,2001-02,73,962,445,0.4625779625779626,-14.103950103950105,54.144490644490645,336.0072765072765,0,0,0
2030,Kenyon Martin,2000,3,2002-03,77,1082,509,0.4704251386321627,-11.604436229205175,44.03604436229205,352.87615526802216,0,0,0
2030,Kenyon Martin,2000,4,2003-04,65,900,439,0.48777777777777775,-14.64,46.46111111111111,366.52555555555557,0,0,0
2031,Stromile Swift,2000,1,2000-01,75,339,153,0.45132743362831856,-1.9823008849557522,30.967551622418878,359.3274336283186,0,0,0
2031,Stromile Swift,2000,2,2001-02,66,611,293,0.4795417348608838,-3.690671031096563,32.782324058919805,314.75613747954174,0,0,0
2031,Stromile Swift,2000,3,2002-03,66,489,235,0.48057259713701433,3.014314928425358,29.67484662576687,370.7852760736196,0,0,0
2031,Stromile Swift,2000,4,2003-04,77,571,268,0.46935201401050786,-3.225919439579685,43.185639229422065,275.3765323992995,0,0,0
2032,Darius Miles,2000,1,2000-01,79,630,318,0.5047619047619047,-2.546031746031746,29.447619047619046,323.25396825396825,0,0,0
2032,Darius Miles,2000,2,2001-02,82,641,308,0.48049921996879874,8.575663026521061,44.17160686427457,327.49609984399376,0,0,0
2032,Darius Miles,2000,3,2002-03,67,642,263,0.40965732087227413,4.177570093457944,44.28971962616822,356.15732087227417,0,0,0
2032,Darius Miles,2000,4,2003-04,77,753,365,0.4847277556440903,4.653386454183267,36.135458167330675,379.8539176626826,0,0,0
2033,Marcus Fizer,2000,1,2000-01,72,646,278,0.43034055727554177,9.5,38.191950464396285,327.7089783281734,0,0,0
2033,Marcus Fizer,2000,2,2001-02,76,848,371,0.4375,-10.538915094339623,39.200471698113205,333.47995283018867,0,0,0
2033,Marcus Fizer,2000,3,2002-03,38,383,178,0.46475195822454307,-7.067885117493472,30.720626631853786,336.8041775456919,0,0,0
2033,Marcus Fizer,2000,4,2003-04,44,350,134,0.38285714285714284,-14.685714285714285,42.32,338.4657142857143,0,0,0
2034,Mike Miller,2000,1,2000-01,80,845,368,0.43550295857988164,10.550295857988166,110.4603550295858,376.6,0,0,0
2034,Mike Miller,2000,2,2001-02,63,802,351,0.4376558603491272,7.594763092269327,93.89900249376558,362.7793017456359,0,0,0
2034,Mike Miller,2000,3,2002-03,65,859,373,0.4342258440046566,2.026775320139697,101.50989522700814,347.8149010477299,0,0,0
2034,Mike Miller,2000,4,2003-04,65,616,270,0.4383116883116883,7.071428571428571,101.5340909090909,388.487012987013,0,0,0
2035,DerMarr Johnson,2000,1,2000-01,72,390,146,0.37435897435897436,24.364102564102563,68.96923076923076,354.1794871794872,0,0,0
2035,DerMarr Johnson,2000,2,2001-02,69,540,214,0.3962962962962963,36.28148148148148,71.21296296296296,376.0462962962963,0,0,0
2035,DerMarr Johnson,2000,4,2003-04,20,97,36,0.3711340206185567,-3.4123711340206184,58.52577319587629,301.5670103092784,0,0,1
2036,Chris Mihm,2000,1,2000-01,57,391,173,0.4424552429667519,-4.038363171355499,35.09462915601023,398.2915601023018,0,0,0
2036,Chris Mihm,2000,2,2001-02,72,526,221,0.42015209125475284,2.0228136882129277,42.69011406844106,396.36501901140684,0,0,0
2036,Chris Mihm,2000,3,2002-03,52,287,116,0.40418118466898956,5.2334494773519165,36.62020905923345,366.85714285714283,0,0,0
2036,Chris Mihm,2000,4,2003-04,72,381,186,0.4881889763779528,-4.837270341207349,29.00262467191601,357.9133858267717,0,0,0
2037,Jamal Crawford,2000,1,2000-01,57,304,107,0.3519736842105263,-0.3782894736842105,120.9967105263158,289.0592105263158,0,0,0
2037,Jamal Crawford,2000,2,2001-02,23,187,89,0.47593582887700536,-13.016042780748663,128.96791443850267,341.3422459893048,0,0,0
2037,Jamal Crawford,2000,3,2002-03,80,808,334,0.41336633663366334,-4.816831683168317,107.21039603960396,315.83168316831683,0,0,0
2037,Jamal Crawford,2000,4,2003-04,80,1318,509,0.38619119878603947,-9.377086494688923,115.84446130500758,328.6229135053111,0,0,0
2038,Joel Przybilla,2000,1,2000-01,19,35,12,0.34285714285714286,-2.257142857142857,6.514285714285714,293.45714285714286,0,1,1
2038,Joel Przybilla,2000,2,2001-02,58,142,76,0.5352112676056338,3.4225352112676055,7.302816901408451,420.6619718309859,0,0,0
2038,Joel Przybilla,2000,3,2002-03,23,46,18,0.391304347826087,16.652173913043477,8.565217391304348,363.9130434782609,0,1,1
2038,Joel Przybilla,2000,4,2003-04,11,50,18,0.36,-7.96,18.7,366.22,0,0,1
2039,Keyon Dooling,2000,1,2000-01,76,362,148,0.4088397790055249,-16.861878453038674,83.9475138121547,299.3232044198895,0,0,0
2039,Keyon Dooling,2000,2,2001-02,14,57,22,0.38596491228070173,-3.3859649122807016,100.54385964912281,357.56140350877195,0,0,1
2039,Keyon Dooling,2000,3,2002-03,55,329,128,0.3890577507598784,-16.64437689969605,116.26443768996961,321.21884498480244,0,0,0
2039,Keyon Dooling,2000,4,2003-04,56,352,137,0.38920454545454547,-8.03125,94.3409090909091,309.03409090909093,0,0,0
2040,Jerome Moiso,2000,1,2000-01,15,30,12,0.4,-28.266666666666666,37.53333333333333,197.66666666666666,0,1,1
2040,Jerome Moiso,2000,2,2001-02,10,20,8,0.4,11.3,52.05,210.85,1,1,1
2040,Jerome Moiso,2000,3,2002-03,48,171,89,0.52046783625731,3.0526315789473686,30.666666666666668,368.77777777777777,0,0,0
2040,Jerome Moiso,2000,4,2003-04,20,84,40,0.47619047619047616,-4.523809523809524,24.345238095238095,363.32142857142856,0,0,1
2041,Etan Thomas,2000,2,2001-02,37,151,81,0.5364238410596026,0.5033112582781457,20.410596026490065,324.10596026490066,0,0,0
2041,Etan Thomas,2000,3,2002-03,32,124,61,0.49193548387096775,-0.9838709677419355,21.983870967741936,353.7016129032258,0,0,0
2041,Etan Thomas,2000,4,2003-04,79,526,257,0.48859315589353614,-1.429657794676806,23.486692015209126,345.0057034220532,0,0,0
2042,Courtney Alexander,2000,1,2000-01,62,573,239,0.41710296684118675,19.804537521815007,71.34380453752182,331.32460732984293,0,0,0
2042,Courtney Alexander,2000,2,2001-02,54,474,223,0.4704641350210971,1.229957805907173,58.949367088607595,353.32489451476795,0,0,0
2042,Courtney Alexander,2000,3,2002-03,66,505,193,0.3821782178217822,1.617821782178218,62.229702970297026,354.86534653465344,0,0,0
2044,Jason Collier,2000,3,2002-03,12,36,17,0.4722222222222222,-11.027777777777779,33.75,315.8611111111111,0,1,1
2044,Jason Collier,2000,4,2003-04,20,165,79,0.47878787878787876,0.23030303030303031,53.73939393939394,409.6787878787879,0,0,0
2045,Hedo Turkoglu,2000,1,2000-01,70,335,138,0.41194029850746267,19.03283582089552,65.1910447761194,360.0805970149254,0,0,0
2045,Hedo Turkoglu,2000,2,2001-02,80,687,290,0.42212518195050946,6.526928675400291,83.00727802037845,357.51965065502185,0,0,0
2045,Hedo Turkoglu,2000,3,2002-03,66,391,165,0.4219948849104859,12.831202046035806,90.48593350383632,377.1687979539642,0,0,0
2045,Hedo Turkoglu,2000,4,2003-04,79,645,262,0.4062015503875969,1.3038759689922481,84.01240310077519,366.08682170542636,0,0,0
2046,Desmond Mason,2000,1,2000-01,75,439,189,0.4305239179954442,19.952164009111616,60.07061503416856,347.56947608200454,0,0,0
2046,Desmond Mason,2000,2,2001-02,75,769,357,0.46423927178153446,13.76072821846554,69.49414824447334,336.29128738621586,0,0,0
2046,Desmond Mason,2000,3,2002-03,80,1017,457,0.44936086529006886,17.83480825958702,69.09439528023599,328.9174041297935,0,0,0
2046,Desmond Mason,2000,4,2003-04,82,867,409,0.4717416378316032,8.539792387543253,38.16378316032295,350.10034602076126,0,0,0
2047,Quentin Richardson,2000,1,2000-01,75,525,232,0.4419047619047619,6.190476190476191,68.3295238095238,358.9238095238095,0,0,0
2047,Quentin Richardson,2000,2,2001-02,81,927,401,0.4325782092772384,22.202804746494067,96.83495145631068,331.78748651564183,0,0,0
2047,Quentin Richardson,2000,3,2002-03,58,546,203,0.3717948717948718,3.0347985347985347,89.56593406593407,340.7600732600733,0,0,0
2047,Quentin Richardson,2000,4,2003-04,65,1068,425,0.397940074906367,9.014981273408239,81.05992509363296,334.12640449438203,0,0,0
2048,Jamaal Magloire,2000,1,2000-01,67,271,122,0.45018450184501846,7.236162361623617,38.505535055350556,205.63837638376384,0,0,0
2048,Jamaal Magloire,2000,2,2001-02,82,413,227,0.549636803874092,-1.8861985472154963,15.038740920096853,322.78934624697337,0,0,0
2048,Jamaal Magloire,2000,3,2002-03,82,635,305,0.48031496062992124,4.595275590551181,22.54488188976378,379.9685039370079,0,0,0
2048,Jamaal Magloire,2000,4,2003-04,82,809,383,0.47342398022249693,7.875154511742893,27.711990111248454,371.5327564894932,0,0,0
2049,Speedy Claxton,2000,2,2001-02,66,452,181,0.4004424778761062,-9.29203539823009,56.730088495575224,366.4380530973451,0,0,0
2049,Speedy Claxton,2000,3,2002-03,28,145,67,0.46206896551724136,8.303448275862069,74.48275862068965,313.99310344827586,0,0,0
2049,Speedy Claxton,2000,4,2003-04,60,524,224,0.42748091603053434,-10.454198473282442,73.71374045801527,339.83396946564886,0,0,0
2050,Morris Peterson,2000,1,2000-01,79,673,290,0.4309063893016345,-19.99405646359584,56.2184249628529,374.1411589895988,0,0,0
2050,Morris Peterson,2000,2,2001-02,63,768,336,0.4375,-21.981770833333332,73.1015625,368.453125,0,0,0
