PLAYER_ID,PLAYER_NAME,draft_year,year5_season_start,year5_season_string,salary_player_name_example,year_salary_total,salary_cap,luxury_tax,year5_salary_cap_pct,raw_salary_rows,raw_team_count,any_team_option,any_player_option,any_qualifying_offer,any_two_way_contract,any_terminated,salary_name_match_flag,cap_match_flag,year5_salary_match_flag,salary_match_type,name_key_raw,name_key
1913,Michael Ruffin,1999,2003,2003-04,Michael Ruffin,663679.0,43840000.0,67907202.0,0.015138663321167884,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,michael ruffin,michael ruffin
1914,Chris Herren,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,chris herren,chris herren
1915,Evan Eschmeyer,1999,2003,2003-04,Evan Eschmeyer,3017266.0,43840000.0,67907202.0,0.06882449817518248,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,evan eschmeyer,evan eschmeyer
1916,Calvin Booth,1999,2003,2003-04,Calvin Booth,5446800.0,43840000.0,67907202.0,0.124242700729927,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,calvin booth,calvin booth
1917,Wang Zhi-zhi,1999,2003,2003-04,Wang Zhizhi,2620943.0,43840000.0,67907202.0,0.05978428375912409,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,wang zhizhi,wang zhizhi
1918,Obinna Ekezie,1999,2003,2003-04,Obinna Ekezie,688679.0,43840000.0,67907202.0,0.015708918795620436,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,obinna ekezie,obinna ekezie
1919,Laron Profit,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,laron profit,laron profit
1920,A.J. Bramlett,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,a j bramlett,a j bramlett
1921,Gordan Giricek,1999,2003,2003-04,Gordan Giricek,1540000.0,43840000.0,67907202.0,0.03512773722627737,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,gordan giricek,gordan giricek
1924,Lee Nailon,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,lee nailon,lee nailon
1926,Ryan Robertson,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,ryan robertson,ryan robertson
1928,Todd MacCulloch,1999,2003,2003-04,Todd MacCulloch,5445600.0,43840000.0,67907202.0,0.12421532846715329,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,todd macculloch,todd macculloch
1930,Lari Ketner,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,lari ketner,lari ketner
1934,Rodney Buford,1999,2003,2003-04,Rodney Buford,145686.0,43840000.0,67907202.0,0.003323129562043796,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,rodney buford,rodney buford
1937,Tim Young,1999,2003,2003-04,,,43840000.0,67907202.0,,,,,,,,,0,1,0,unmatched,tim young,tim young
1938,Manu Ginobili,1999,2003,2003-04,Manu Ginobili,1457500.0,43840000.0,67907202.0,0.03324589416058394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,manu ginobili,manu ginobili
2030,Kenyon Martin,2000,2004,2004-05,Kenyon Martin,9454546.0,43870000.0,65719039.0,0.21551278778208344,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kenyon martin,kenyon martin
2031,Stromile Swift,2000,2004,2004-05,Stromile Swift,5993105.0,43870000.0,65719039.0,0.1366105539092774,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,stromile swift,stromile swift
2032,Darius Miles,2000,2004,2004-05,Darius Miles,6750000.0,43870000.0,65719039.0,0.15386368816959198,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,darius miles,darius miles
2033,Marcus Fizer,2000,2004,2004-05,Marcus Fizer,735960.0,43870000.0,65719039.0,0.016775928880784136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,marcus fizer,marcus fizer
2034,Mike Miller,2000,2004,2004-05,Mike Miller,6000000.0,43870000.0,65719039.0,0.1367677228174151,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mike miller,mike miller
2035,DerMarr Johnson,2000,2004,2004-05,DerMarr Johnson,745046.0,43870000.0,65719039.0,0.01698304080237064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,dermarr johnson,dermarr johnson
2036,Chris Mihm,2000,2004,2004-05,Chris Mihm,3371393.0,43870000.0,65719039.0,0.07684962388876225,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,chris mihm,chris mihm
2037,Jamal Crawford,2000,2004,2004-05,Jamal Crawford,5760000.0,43870000.0,65719039.0,0.13129701390471848,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jamal crawford,jamal crawford
2038,Joel Przybilla,2000,2004,2004-05,Joel Przybilla,1500000.0,43870000.0,65719039.0,0.03419193070435377,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,joel przybilla,joel przybilla
2039,Keyon Dooling,2000,2004,2004-05,Keyon Dooling,745046.0,43870000.0,65719039.0,0.01698304080237064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,keyon dooling,keyon dooling
2040,Jerome Moiso,2000,2004,2004-05,Jerome Moiso,1760000.0,43870000.0,65719039.0,0.04011853202644176,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jerome moiso,jerome moiso
2041,Etan Thomas,2000,2004,2004-05,Etan Thomas,4903000.0,43870000.0,65719039.0,0.1117620241622977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,etan thomas,etan thomas
2042,Courtney Alexander,2000,2004,2004-05,Courtney Alexander,79029.0,43870000.0,65719039.0,0.0018014360610895828,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,courtney alexander,courtney alexander
2043,Mateen Cleaves,2000,2004,2004-05,Mateen Cleaves,735960.0,43870000.0,65719039.0,0.016775928880784136,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mateen cleaves,mateen cleaves
2044,Jason Collier,2000,2004,2004-05,Jason Collier,1500000.0,43870000.0,65719039.0,0.03419193070435377,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jason collier,jason collier
2045,Hedo Turkoglu,2000,2004,2004-05,Hidayet Turkoglu,4903000.0,43870000.0,65719039.0,0.1117620241622977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,hidayet turkoglu,hidayet turkoglu
2046,Desmond Mason,2000,2004,2004-05,Desmond Mason,6529630.0,43870000.0,65719039.0,0.148840437656713,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,desmond mason,desmond mason
2047,Quentin Richardson,2000,2004,2004-05,Quentin Richardson,5800000.0,43870000.0,65719039.0,0.13220879872350125,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,quentin richardson,quentin richardson
2048,Jamaal Magloire,2000,2004,2004-05,Jamaal Magloire,8533333.0,43870000.0,65719039.0,0.1945140870754502,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jamaal magloire,jamaal magloire
2049,Speedy Claxton,2000,2004,2004-05,Speedy Claxton,3300000.0,43870000.0,65719039.0,0.0752222475495783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,speedy claxton,speedy claxton
2050,Morris Peterson,2000,2004,2004-05,Morris Peterson,4400000.0,43870000.0,65719039.0,0.1002963300661044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,morris peterson,morris peterson
2051,Donnell Harvey,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,donnell harvey,donnell harvey
2052,DeShawn Stevenson,2000,2004,2004-05,DeShawn Stevenson,2500000.0,43870000.0,65719039.0,0.056986551173922956,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,deshawn stevenson,deshawn stevenson
2053,Dalibor Bagaric,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,dalibor bagaric,dalibor bagaric
2054,Jake Tsakalidis,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,jake tsakalidis,jake tsakalidis
2055,Mamadou N'diaye,2000,2004,2004-05,Mamadou N'diaye,750000.0,43870000.0,65719039.0,0.017095965352176886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mamadou ndiaye,mamadou ndiaye
2056,Primoz Brezec,2000,2004,2004-05,Primoz Brezec,1554326.0,43870000.0,65719039.0,0.03543027125598359,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,primoz brezec,primoz brezec
2057,Erick Barkley,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,erick barkley,erick barkley
2058,Mark Madsen,2000,2004,2004-05,Mark Madsen,745046.0,43870000.0,65719039.0,0.01698304080237064,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mark madsen,mark madsen
2059,Eduardo Najera,2000,2004,2004-05,Eduardo Najera,3809524.0,43870000.0,65719039.0,0.08683665374971507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,eduardo najera,eduardo najera
2060,Marko Jaric,2000,2004,2004-05,Marko Jaric,2100000.0,43870000.0,65719039.0,0.04786870298609528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,marko jaric,marko jaric
2061,Dan Langhi,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,dan langhi,dan langhi
2062,A.J. Guyton,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,a j guyton,a j guyton
2063,Jake Voskuhl,2000,2004,2004-05,Jake Voskuhl,1687500.0,43870000.0,65719039.0,0.038465922042397994,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jake voskuhl,jake voskuhl
2064,Khalid El-Amin,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,khalid el amin,khalid el amin
2065,Mike Smith,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,mike smith,mike smith
2066,Soumaila Samake,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,soumaila samake,soumaila samake
2067,Eddie House,2000,2004,2004-05,Eddie House,1388327.0,43870000.0,65719039.0,0.03164638705265557,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,eddie house,eddie house
2068,Lavor Postell,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,lavor postell,lavor postell
2069,Hanno Mottola,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,hanno mottola,hanno mottola
2071,Olumide Oyedeji,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,olumide oyedeji,olumide oyedeji
2072,Michael Redd,2000,2004,2004-05,Michael Redd,3000000.0,43870000.0,65719039.0,0.06838386140870754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,michael redd,michael redd
2073,Brian Cardinal,2000,2004,2004-05,Brian Cardinal,4903000.0,43870000.0,65719039.0,0.1117620241622977,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,brian cardinal,brian cardinal
2074,Jabari Smith,2000,2004,2004-05,Jabari Smith Sr,720046.0,43870000.0,65719039.0,0.01641317529063141,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jabari smith,jabari smith
2078,Jason Hart,2000,2004,2004-05,Jason Hart,1400000.0,43870000.0,65719039.0,0.03191246865739685,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jason hart,jason hart
2079,Kaniel Dickens,2000,2004,2004-05,Kaniel Dickens,483938.0,43870000.0,65719039.0,0.01103118304080237,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kaniel dickens,kaniel dickens
2080,Igor Rakocevic,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,igor rakocevic,igor rakocevic
2081,Ernest Brown,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,ernest brown,ernest brown
2082,Dan McClintock,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,dan mcclintock,dan mcclintock
2084,Chris Porter,2000,2004,2004-05,,,43870000.0,65719039.0,,,,,,,,,0,1,0,unmatched,chris porter,chris porter
2198,Kwame Brown,2001,2005,2005-06,Kwame Brown,7500000.0,49500000.0,71839551.0,0.15151515151515152,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,kwame brown,kwame brown
2199,Tyson Chandler,2001,2005,2005-06,Tyson Chandler,9000000.0,49500000.0,71839551.0,0.18181818181818182,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,tyson chandler,tyson chandler
2200,Pau Gasol,2001,2005,2005-06,Pau Gasol,10993000.0,49500000.0,71839551.0,0.22208080808080807,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,pau gasol,pau gasol
2201,Eddy Curry,2001,2005,2005-06,Eddy Curry,7390000.0,49500000.0,71839551.0,0.14929292929292928,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,eddy curry,eddy curry
2202,Jason Richardson,2001,2005,2005-06,Jason Richardson,8888888.0,49500000.0,71839551.0,0.17957349494949496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jason richardson,jason richardson
2203,Shane Battier,2001,2005,2005-06,Shane Battier,4903000.0,49500000.0,71839551.0,0.09905050505050506,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,shane battier,shane battier
2204,Eddie Griffin,2001,2005,2005-06,Eddie Griffin,2500000.0,49500000.0,71839551.0,0.050505050505050504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,eddie griffin,eddie griffin
2205,DeSagana Diop,2001,2005,2005-06,DeSagana Diop,1850000.0,49500000.0,71839551.0,0.03737373737373737,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,desagana diop,desagana diop
2206,Rodney White,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,rodney white,rodney white
2207,Joe Johnson,2001,2005,2005-06,Joe Johnson,12000000.0,49500000.0,71839551.0,0.24242424242424243,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,joe johnson,joe johnson
2208,Kedrick Brown,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,kedrick brown,kedrick brown
2209,Vladimir Radmanovic,2001,2005,2005-06,Vladimir Radmanovic,3166155.0,49500000.0,71839551.0,0.06396272727272727,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,vladimir radmanovic,vladimir radmanovic
2210,Richard Jefferson,2001,2005,2005-06,Richard Jefferson,10200000.0,49500000.0,71839551.0,0.20606060606060606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,richard jefferson,richard jefferson
2211,Troy Murphy,2001,2005,2005-06,Troy Murphy,7365079.0,49500000.0,71839551.0,0.14878947474747475,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,troy murphy,troy murphy
2212,Steven Hunter,2001,2005,2005-06,Steven Hunter,2800000.0,49500000.0,71839551.0,0.05656565656565657,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,steven hunter,steven hunter
2213,Kirk Haston,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,kirk haston,kirk haston
2214,Michael Bradley,2001,2005,2005-06,Michael Bradley,819550.0,49500000.0,71839551.0,0.016556565656565658,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,michael bradley,michael bradley
2215,Jason Collins,2001,2005,2005-06,Jason Collins,5500000.0,49500000.0,71839551.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jason collins,jason collins
2216,Zach Randolph,2001,2005,2005-06,Zach Randolph,10666667.0,49500000.0,71839551.0,0.21548822222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,zach randolph,zach randolph
2217,Brendan Haywood,2001,2005,2005-06,Brendan Haywood,4000000.0,49500000.0,71839551.0,0.08080808080808081,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,brendan haywood,brendan haywood
2218,Joseph Forte,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,joseph forte,joseph forte
2219,Jeryl Sasser,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,jeryl sasser,jeryl sasser
2220,Brandon Armstrong,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,brandon armstrong,brandon armstrong
2221,Raul Lopez,2001,2005,2005-06,Raul Lopez,1744313.0,49500000.0,71839551.0,0.035238646464646466,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,raul lopez,raul lopez
2222,Gerald Wallace,2001,2005,2005-06,Gerald Wallace,5000000.0,49500000.0,71839551.0,0.10101010101010101,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,gerald wallace,gerald wallace
2223,Samuel Dalembert,2001,2005,2005-06,Samuel Dalembert,8470000.0,49500000.0,71839551.0,0.1711111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,samuel dalembert,samuel dalembert
2224,Jamaal Tinsley,2001,2005,2005-06,Jamaal Tinsley,5400000.0,49500000.0,71839551.0,0.10909090909090909,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,jamaal tinsley,jamaal tinsley
2225,Tony Parker,2001,2005,2005-06,Tony Parker,8400000.0,49500000.0,71839551.0,0.1696969696969697,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,tony parker,tony parker
2226,Will Solomon,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,will solomon,will solomon
2228,Alton Ford,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,alton ford,alton ford
2238,Antonis Fotsis,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,antonis fotsis,antonis fotsis
2239,Trenton Hassell,2001,2005,2005-06,Trenton Hassell,4350000.0,49500000.0,71839551.0,0.08787878787878788,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,trenton hassell,trenton hassell
2240,Gilbert Arenas,2001,2005,2005-06,Gilbert Arenas,10243200.0,49500000.0,71839551.0,0.20693333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,gilbert arenas,gilbert arenas
2241,Omar Cook,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,omar cook,omar cook
2242,Terence Morris,2001,2005,2005-06,Terence Morris,835810.0,49500000.0,71839551.0,0.016885050505050504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,terence morris,terence morris
2243,Brian Scalabrine,2001,2005,2005-06,Brian Scalabrine,2586207.0,49500000.0,71839551.0,0.05224660606060606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,brian scalabrine,brian scalabrine
2244,Jeff Trepagnier,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,jeff trepagnier,jeff trepagnier
2245,Damone Brown,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,damone brown,damone brown
2246,Mehmet Okur,2001,2005,2005-06,Mehmet Okur,8250000.0,49500000.0,71839551.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,mehmet okur,mehmet okur
2248,Earl Watson,2001,2005,2005-06,Earl Watson,5000000.0,49500000.0,71839551.0,0.10101010101010101,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,earl watson,earl watson
2249,Jamison Brewer,2001,2005,2005-06,,,49500000.0,71839551.0,,,,,,,,,0,1,0,unmatched,jamison brewer,jamison brewer
2250,Bobby Simmons,2001,2005,2005-06,Bobby Simmons,8000000.0,49500000.0,71839551.0,0.16161616161616163,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,exact_normalized_name,bobby simmons,bobby simmons
