PLAYER_ID,PLAYER_NAME,draft_year,macro_archetype,shot_style_subtype,hybrid_archetype_label,prototype_fit_ambiguity,identity_drift_class,realistic_comp_list,realistic_comp_similarity_mean,matched_comp_salary_list,comp_salary_match_count,comp_salary_match_rate,comp_salary_anchor_weighted_mean,comp_salary_anchor_p25,comp_salary_anchor_p50,comp_salary_anchor_p75,comp_salary_anchor_support,median_comp_group_points,median_comp_group_minutes,median_comp_group_rebounds,median_comp_group_assists,ceiling_comp_PLAYER_NAME,ceiling_comp_supported,ceiling_comp_note,supporting_shot_style_explanation,block2_market_context_interpretation,historical_year5_salary_cap_pct_observed,historical_year5_salary_observed_flag,historical_year5_salary_match_type
1892,Trajan Langdon,1999,Perimeter Wings & Connectors,Midrange Shot Creators,Perimeter Wings & Connectors | Midrange Shot Creators,0.6472793813185141,insufficient_data,"Nick Young, Austin Daye, Rudy Fernandez, Darrun Hilliard, Juan Dixon",6.706472945805297,"Nick Young, Austin Daye, Rudy Fernandez, Juan Dixon",4,0.8,0.042114958663862084,0.0375653469781545,0.0479909664063235,0.0636733684790848,medium,288.0,816.0,75.0,52.0,Steve Nash,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.038 to 0.064 of cap, with a weighted midpoint near 0.048. Comp-market support is medium, and the early-career drift class is insufficient_data.",,0,unmatched
1893,Aleksandar Radojevic,1999,Fringe / Low-Opportunity Players,,Fringe / Low-Opportunity Players | No Shot Subtype,0.7961988433811377,insufficient_data,,,,0,,,,,,,,,,,,,No supported ceiling comp surfaced for this profile.,Shot-style subtype unavailable.,"Realistic comp neighborhood is available, but too few comparable Year-5 salary matches survive the merge to produce a credible comp-market anchor.",,0,unmatched
1894,Corey Maggette,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.6785828519173353,role_shifting_materially,"Linas Kleiza, Dion Glover, Joey Graham, Mehmet Okur, Luol Deng",5.870969239854716,"Dion Glover, Joey Graham, Mehmet Okur, Luol Deng",4,0.8,0.0885038809621952,0.0153358925476603,0.0228102189781021,0.1599352419904567,high,473.0,1057.0,199.0,76.5,Tracy McGrady,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.015 to 0.160 of cap, with a weighted midpoint near 0.023. Comp-market support is high, and the early-career drift class is role_shifting_materially.",0.1596715328467153,1,exact_normalized_name
1895,William Avery,1999,Fringe / Low-Opportunity Players,Rim Pressure Drivers,Fringe / Low-Opportunity Players | Rim Pressure Drivers,0.9516498091568836,insufficient_data,"Keyon Dooling, Chris Duhon, Bostjan Nachbar, Brian Scalabrine, Sasha Pavlovic",7.367886152737159,"Keyon Dooling, Chris Duhon, Bostjan Nachbar, Brian Scalabrine",4,0.8,0.05261804693092079,0.0169830408023706,0.047049967065023,0.095177232447171,medium,241.0,813.0,79.0,40.0,Chauncey Billups,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Fringe / Low-Opportunity Players market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.017 to 0.095 of cap, with a weighted midpoint near 0.047. Comp-market support is medium, and the early-career drift class is insufficient_data.",,0,unmatched
1897,Metta World Peace,1999,High-Usage Primary Creators,Rim Pressure Drivers,High-Usage Primary Creators | Rim Pressure Drivers,0.8591962945389476,role_shifting_materially,"Jason Richardson, Jeff Green, Caron Butler, Mike Miller, LaMarcus Aldridge",5.034603870493649,"Jason Richardson, Caron Butler, Mike Miller, LaMarcus Aldridge",4,0.8,0.16248938039451583,0.1399830620118566,0.1795734949494949,0.1795734949494949,high,774.5,1875.0,273.0,131.5,Vince Carter,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the High-Usage Primary Creators market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.140 to 0.180 of cap, with a weighted midpoint near 0.180. Comp-market support is high, and the early-career drift class is role_shifting_materially.",0.1248559306569343,1,exact_normalized_name
1898,Cal Bowdler,1999,Low-Usage Interior Bigs,Midrange Shot Creators,Low-Usage Interior Bigs | Midrange Shot Creators,0.969318846558764,insufficient_data,"David Noel, Rodney Carney, Tamar Slay, Speedy Claxton, DerMarr Johnson",6.861378283431664,"Rodney Carney, Speedy Claxton, DerMarr Johnson",3,0.6,0.03340133751522215,0.011230652608366,0.0169830408023706,0.0752222475495783,medium,319.0,857.0,123.0,55.0,Ray Allen,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.011 to 0.075 of cap, with a weighted midpoint near 0.017. Comp-market support is medium, and the early-career drift class is insufficient_data.",,0,unmatched
1899,James Posey,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.8315581999285802,role_shifting_materially,"Quentin Richardson, Mehmet Okur, Charlie Villanueva, Casey Jacobsen, Caron Butler",5.846655938728089,"Quentin Richardson, Mehmet Okur, Charlie Villanueva, Casey Jacobsen, Caron Butler",5,1.0,0.1113357772719625,0.1126516464471403,0.1322087987235012,0.1399830620118566,high,613.0,1621.0,273.0,93.0,Allen Iverson,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.113 to 0.140 of cap, with a weighted midpoint near 0.132. Comp-market support is high, and the early-career drift class is role_shifting_materially.",0.1121578467153284,1,exact_normalized_name
1900,Quincy Lewis,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.8881450280950669,insufficient_data,"DerMarr Johnson, Rashad McCants, Bostjan Nachbar, Metta World Peace, Ersan Ilyasova",5.464602922281759,"DerMarr Johnson, Bostjan Nachbar, Metta World Peace, Ersan Ilyasova",4,0.8,0.05585346464175827,0.0169830408023706,0.047049967065023,0.047049967065023,high,431.0,924.0,96.0,55.0,Vince Carter,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.017 to 0.047 of cap, with a weighted midpoint near 0.047. Comp-market support is high, and the early-career drift class is insufficient_data.",0.0046154425182481,1,exact_normalized_name
1901,Dion Glover,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.6947854786418479,role_shifting_materially,"Linas Kleiza, Antoine Wright, Kirk Snyder, Corey Maggette, Quentin Richardson",5.66931792978346,"Antoine Wright, Corey Maggette, Quentin Richardson",3,0.6,0.10773822422706057,0.0365779896013864,0.1322087987235012,0.1596715328467153,medium,473.0,1096.5,199.0,61.0,Allen Iverson,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.037 to 0.160 of cap, with a weighted midpoint near 0.132. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0228102189781021,1,exact_normalized_name
1902,Jeff Foster,1999,Low-Usage Interior Bigs,Midrange Shot Creators,Low-Usage Interior Bigs | Midrange Shot Creators,0.641676011631066,role_shifting_materially,"Serge Ibaka, Anthony Bennett, Thomas Robinson, Tyler Zeller, Josh McRoberts",8.427930746778497,"Serge Ibaka, Thomas Robinson, Tyler Zeller, Josh McRoberts",4,0.8,0.04630803110725192,0.0388164323616566,0.0388164323616566,0.0516849286747984,low,239.0,614.0,151.0,33.0,Tim Duncan,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.039 to 0.052 of cap, with a weighted midpoint near 0.039. Comp-market support is low, and the early-career drift class is role_shifting_materially.",0.0912408759124087,1,exact_normalized_name
1903,Kenny Thomas,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.5717398362922147,role_shifting_materially,"Chris Kaman, Hakim Warrick, Stromile Swift, Darius Miles, Donnell Harvey",5.676055495907287,"Chris Kaman, Hakim Warrick, Stromile Swift, Darius Miles",4,0.8,0.1254130178017554,0.1366105539092774,0.1538636881695919,0.1545928455869135,high,391.0,1029.0,250.0,32.5,Tracy McGrady,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.137 to 0.155 of cap, with a weighted midpoint near 0.154. Comp-market support is high, and the early-career drift class is role_shifting_materially.",0.125456204379562,1,exact_normalized_name
1904,Devean George,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.9075391259798696,role_shifting_materially,"Jay Williams, Brian Scalabrine, Casey Jacobsen, Bostjan Nachbar, Shannon Brown",7.304759167452095,"Brian Scalabrine, Casey Jacobsen, Bostjan Nachbar, Shannon Brown",4,0.8,0.03449255427635443,0.0005881245883127,0.047049967065023,0.052246606060606,medium,147.5,512.0,79.0,40.0,Chauncey Billups,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.001 to 0.052 of cap, with a weighted midpoint near 0.047. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.1036952554744525,1,exact_normalized_name
1905,Andrei Kirilenko,1999,Scoring Bigs / Two-Way Forwards,Rim Pressure Drivers,Scoring Bigs / Two-Way Forwards | Rim Pressure Drivers,0.7279887197434183,insufficient_data,"Trevor Ariza, Paul Millsap, Ronnie Brewer, Eduardo Najera, Tyson Chandler",6.885930548932508,"Trevor Ariza, Paul Millsap, Ronnie Brewer, Eduardo Najera, Tyson Chandler",5,1.0,0.10379381095130065,0.0825236027840948,0.086836653749715,0.1309351526428226,medium,436.0,1367.5,234.0,54.0,Tracy McGrady,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Scoring Bigs / Two-Way Forwards market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.083 to 0.131 of cap, with a weighted midpoint near 0.087. Comp-market support is medium, and the early-career drift class is insufficient_data.",0.02180200729927,1,exact_normalized_name
1906,Tim James,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.6921158085508198,insufficient_data,"Roger Mason Jr., Kedrick Brown, Shawne Williams, Dan Langhi, Jumaine Jones",12.199150537359625,"Roger Mason Jr., Shawne Williams, Jumaine Jones",3,0.6,0.0208658563650417,0.0140124400112919,0.0152506719040727,0.0342153284671532,low,130.5,485.0,73.0,30.0,Chauncey Billups,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Fringe / Low-Opportunity Players market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.014 to 0.034 of cap, with a weighted midpoint near 0.015. Comp-market support is low, and the early-career drift class is insufficient_data.",,0,unmatched
1907,Vonteego Cummings,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.704281675526151,insufficient_data,"Kareem Rush, Hedo Turkoglu, Quincy Douby, Courtney Alexander, Rodney White",6.147169351714984,"Kareem Rush, Hedo Turkoglu, Courtney Alexander",3,0.6,0.037360967304361066,0.000366349863555,0.0018014360610895,0.1117620241622977,medium,390.0,877.0,89.0,59.0,Dirk Nowitzki,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.000 to 0.112 of cap, with a weighted midpoint near 0.002. Comp-market support is medium, and the early-career drift class is insufficient_data.",,0,unmatched
1908,Jumaine Jones,1999,Perimeter Wings & Connectors,Rim Pressure Drivers,Perimeter Wings & Connectors | Rim Pressure Drivers,0.9684051551583852,role_shifting_materially,"Oleksiy Pecherov, Rodney Buford, Bobby Simmons, Travis Outlaw, Delonte West",6.823006681836686,"Rodney Buford, Bobby Simmons, Travis Outlaw, Delonte West",4,0.8,0.07555953018290035,0.0033231295620437,0.0719036491101923,0.1616161616161616,medium,279.5,793.0,121.0,34.0,Dirk Nowitzki,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.003 to 0.162 of cap, with a weighted midpoint near 0.072. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0342153284671532,1,exact_normalized_name
1909,Scott Padgett,1999,Low-Usage Interior Bigs,Rim Pressure Drivers,Low-Usage Interior Bigs | Rim Pressure Drivers,0.881055320154496,role_shifting_materially,"Jameer Nelson, Darius Songaila, Carlos Delfino, Royal Ivey, Thabo Sefolosha",7.282576594129618,"Jameer Nelson, Darius Songaila, Carlos Delfino, Royal Ivey, Thabo Sefolosha",5,1.0,0.062023859029267374,0.0335815387380909,0.0559920060643649,0.0686929519149336,medium,519.0,1369.5,214.0,84.5,Allen Iverson,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Paint-oriented creators with heavy rim pressure and lower perimeter dependence.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.034 to 0.069 of cap, with a weighted midpoint near 0.056. Comp-market support is medium, and the early-career drift class is role_shifting_materially.",0.0157089187956204,1,exact_normalized_name
1910,Leon Smith,1999,Fringe / Low-Opportunity Players,Arc-Heavy Spacers,Fringe / Low-Opportunity Players | Arc-Heavy Spacers,0.8586975333654471,insufficient_data,"Soumaila Samake, Aaron Gray, Bernard Robinson, Mamadou N'diaye, Corsley Edwards",10.381753700561523,"Aaron Gray, Mamadou N'diaye",2,0.4,0.03081197542623302,0.0170959653521768,0.0430707738956653,0.0430707738956653,low,34.0,151.5,38.0,3.0,Kobe Bryant,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,High-frequency perimeter shot makers and floor-spacing profiles.,"This player sits in the Fringe / Low-Opportunity Players market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.017 to 0.043 of cap, with a weighted midpoint near 0.043. Comp-market support is low, and the early-career drift class is insufficient_data.",,0,unmatched
1911,John Celestand,1999,Fringe / Low-Opportunity Players,Midrange Shot Creators,Fringe / Low-Opportunity Players | Midrange Shot Creators,0.6963231717411864,insufficient_data,"Maurice Ager, Travis Hansen, Frank Williams, Tamar Slay, Speedy Claxton",10.412566856964805,"Maurice Ager, Speedy Claxton",2,0.4,0.03783033814964633,0.0014352043277513,0.0014352043277513,0.0752222475495783,low,53.0,167.0,25.0,19.0,Allen Iverson,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Fringe / Low-Opportunity Players market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.001 to 0.075 of cap, with a weighted midpoint near 0.001. Comp-market support is low, and the early-career drift class is insufficient_data.",,0,unmatched
1913,Michael Ruffin,1999,Low-Usage Interior Bigs,Arc-Heavy Spacers,Low-Usage Interior Bigs | Arc-Heavy Spacers,0.8541782506222992,insufficient_data,"Todd MacCulloch, Chris Richard, Greg Oden, Mark Madsen, Dan Gadzuric",9.989170914275885,"Todd MacCulloch, Greg Oden, Mark Madsen, Dan Gadzuric",4,0.8,0.06717470533423499,0.0258424643373992,0.0988437941093441,0.1242153284671532,low,165.0,641.0,170.5,16.5,Tracy McGrady,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,High-frequency perimeter shot makers and floor-spacing profiles.,"This player sits in the Low-Usage Interior Bigs market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.026 to 0.124 of cap, with a weighted midpoint near 0.099. Comp-market support is low, and the early-career drift class is insufficient_data.",0.0151386633211678,1,exact_normalized_name
1914,Chris Herren,1999,Perimeter Wings & Connectors,Midrange Shot Creators,Perimeter Wings & Connectors | Midrange Shot Creators,0.9314740167319696,insufficient_data,"Vonteego Cummings, Orien Greene, Reece Gaines, Kareem Rush, Jiri Welsch",7.306901364739373,Kareem Rush,1,0.2,0.000366349863555,0.000366349863555,0.000366349863555,0.000366349863555,very_low,333.0,877.0,89.0,59.0,Dirk Nowitzki,1.0,Ceiling comp is upside-only context and should not be used as the primary pricing anchor.,Self-created midrange-heavy profiles with intermediate-area usage.,"This player sits in the Perimeter Wings & Connectors market neighborhood. Matched realistic comps imply a Year-5 salary range around 0.000 to 0.000 of cap, with a weighted midpoint near 0.000. Comp-market support is very_low, and the early-career drift class is insufficient_data.",,0,unmatched
