PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLAYER_NAME
2200,2015-16,00,1610612741,CHI,35.0,72,72,2291,467,995,0.469,24,69,0.348,229,289,0.792,155,638,793,294,42,146,164,148,1187,Pau Gasol
2200,2016-17,00,1610612759,SAS,36.0,64,39,1627,303,604,0.502,56,104,0.538,130,184,0.707,107,394,501,150,24,70,81,110,792,Pau Gasol
2200,2017-18,00,1610612759,SAS,37.0,77,63,1812,287,627,0.458,43,120,0.358,158,209,0.756,129,490,619,238,24,79,108,121,775,Pau Gasol
2200,2018-19,00,1610612759,SAS,38.0,27,6,330,41,88,0.466,5,10,0.5,27,38,0.711,22,105,127,50,5,14,14,28,114,Pau Gasol
2200,2018-19,00,1610612749,MIL,38.0,3,0,30,1,6,0.167,1,3,0.333,1,2,0.5,0,10,10,2,0,1,2,1,4,Pau Gasol
2200,2018-19,00,0,TOT,38.0,30,6,361,42,94,0.447,6,13,0.462,28,40,0.7,22,115,137,52,5,15,16,29,118,Pau Gasol
2225,2001-02,00,1610612759,SAS,20.0,77,72,2267,268,639,0.419,61,189,0.323,108,160,0.675,33,164,197,334,89,7,151,166,705,Tony Parker
2225,2002-03,00,1610612759,SAS,21.0,82,82,2774,484,1043,0.464,82,243,0.337,219,290,0.755,33,183,216,432,71,4,198,174,1269,Tony Parker
2225,2003-04,00,1610612759,SAS,22.0,75,75,2577,423,946,0.447,62,199,0.312,191,272,0.702,43,194,237,411,61,7,179,148,1099,Tony Parker
2225,2004-05,00,1610612759,SAS,23.0,80,80,2735,539,1118,0.482,43,156,0.276,210,323,0.65,47,251,298,491,98,4,215,167,1331,Tony Parker
2225,2005-06,00,1610612759,SAS,24.0,80,80,2715,623,1136,0.548,11,36,0.306,253,358,0.707,38,223,261,460,83,4,249,161,1510,Tony Parker
2225,2006-07,00,1610612759,SAS,25.0,77,77,2499,570,1096,0.52,15,38,0.395,274,350,0.783,34,216,250,420,82,6,191,137,1429,Tony Parker
2225,2007-08,00,1610612759,SAS,26.0,69,68,2312,515,1043,0.494,17,66,0.258,248,347,0.715,30,191,221,411,55,8,164,93,1295,Tony Parker
2225,2008-09,00,1610612759,SAS,27.0,72,71,2456,639,1263,0.506,19,65,0.292,284,363,0.782,27,196,223,496,67,4,186,110,1581,Tony Parker
2225,2009-10,00,1610612759,SAS,28.0,56,50,1728,349,716,0.487,10,34,0.294,186,246,0.756,7,128,135,317,29,8,149,96,894,Tony Parker
2225,2010-11,00,1610612759,SAS,29.0,78,78,2528,555,1069,0.519,25,70,0.357,233,303,0.769,30,208,238,513,90,3,200,135,1368,Tony Parker
2225,2011-12,00,1610612759,SAS,30.0,60,60,1923,427,890,0.48,14,61,0.23,227,284,0.799,22,149,171,463,57,5,153,75,1095,Tony Parker
2225,2012-13,00,1610612759,SAS,31.0,66,66,2174,519,995,0.522,24,68,0.353,279,330,0.845,18,180,198,499,54,6,170,92,1341,Tony Parker
2225,2013-14,00,1610612759,SAS,32.0,68,68,1997,456,914,0.499,25,67,0.373,197,243,0.811,17,138,155,388,36,9,151,86,1134,Tony Parker
2225,2014-15,00,1610612759,SAS,33.0,68,68,1953,404,832,0.486,38,89,0.427,130,166,0.783,15,114,129,335,44,2,146,108,976,Tony Parker
2225,2015-16,00,1610612759,SAS,34.0,72,72,1980,350,710,0.493,27,65,0.415,130,171,0.76,17,159,176,379,54,11,131,114,857,Tony Parker
2225,2016-17,00,1610612759,SAS,35.0,63,63,1587,265,569,0.466,23,69,0.333,85,117,0.726,9,104,113,285,34,2,89,92,638,Tony Parker
2225,2017-18,00,1610612759,SAS,36.0,55,21,1071,178,388,0.459,10,37,0.27,55,78,0.705,7,88,95,195,28,1,68,52,421,Tony Parker
2225,2018-19,00,1610612766,CHA,37.0,56,0,1003,213,463,0.46,13,51,0.255,91,124,0.734,14,69,83,207,21,7,75,53,530,Tony Parker
1938,2002-03,00,1610612759,SAS,25.0,69,5,1431,174,397,0.438,51,148,0.345,126,171,0.737,47,114,161,138,96,17,100,170,525,Manu Ginobili
1938,2003-04,00,1610612759,SAS,26.0,77,38,2258,330,789,0.418,88,245,0.359,239,298,0.802,86,258,344,291,136,16,161,181,987,Manu Ginobili
1938,2004-05,00,1610612759,SAS,27.0,74,74,2193,367,780,0.471,97,258,0.376,355,442,0.803,75,254,329,288,119,27,172,190,1186,Manu Ginobili
1938,2005-06,00,1610612759,SAS,28.0,65,56,1813,309,669,0.462,83,217,0.382,280,360,0.778,42,188,230,235,101,26,121,156,981,Manu Ginobili
1938,2006-07,00,1610612759,SAS,29.0,75,36,2060,396,854,0.464,128,323,0.396,320,372,0.86,59,268,327,263,109,27,157,155,1240,Manu Ginobili
1938,2007-08,00,1610612759,SAS,30.0,74,23,2299,453,984,0.46,156,389,0.401,380,442,0.86,63,291,354,332,109,33,200,173,1442,Manu Ginobili
1938,2008-09,00,1610612759,SAS,31.0,44,7,1181,223,491,0.454,69,209,0.33,168,190,0.884,24,174,198,157,64,16,88,90,683,Manu Ginobili
1938,2009-10,00,1610612759,SAS,32.0,75,21,2150,398,903,0.441,132,350,0.377,309,355,0.87,68,216,284,370,103,24,154,154,1237,Manu Ginobili
1938,2010-11,00,1610612759,SAS,33.0,80,79,2426,441,1018,0.433,154,441,0.349,357,410,0.871,42,253,295,393,123,28,174,163,1393,Manu Ginobili
1938,2011-12,00,1610612759,SAS,34.0,34,7,792,150,285,0.526,52,126,0.413,88,101,0.871,18,98,116,151,24,12,64,56,440,Manu Ginobili
1938,2012-13,00,1610612759,SAS,35.0,60,0,1393,229,539,0.425,83,235,0.353,164,206,0.796,30,171,201,274,80,13,132,114,705,Manu Ginobili
1938,2013-14,00,1610612759,SAS,36.0,68,3,1550,294,627,0.469,90,258,0.349,160,188,0.851,30,172,202,293,70,17,139,128,838,Manu Ginobili
1938,2014-15,00,1610612759,SAS,37.0,70,0,1587,251,589,0.426,89,258,0.345,147,204,0.721,28,183,211,293,67,20,154,138,738,Manu Ginobili
1938,2015-16,00,1610612759,SAS,38.0,58,0,1134,197,435,0.453,70,179,0.391,91,112,0.813,26,120,146,177,66,11,99,99,555,Manu Ginobili
1938,2016-17,00,1610612759,SAS,39.0,69,0,1291,171,439,0.39,89,227,0.392,86,107,0.804,28,129,157,183,82,16,96,119,517,Manu Ginobili
1938,2017-18,00,1610612759,SAS,40.0,65,0,1299,201,463,0.434,64,192,0.333,110,131,0.84,19,123,142,163,43,16,105,126,576,Manu Ginobili
1713,1998-99,00,1610612761,TOR,22.0,50,49,1760,345,766,0.45,19,66,0.288,204,268,0.761,94,189,283,149,55,77,110,140,913,Vince Carter
1713,1999-00,00,1610612761,TOR,23.0,82,82,3126,788,1696,0.465,95,236,0.403,436,551,0.791,150,326,476,322,110,92,178,263,2107,Vince Carter
1713,2000-01,00,1610612761,TOR,24.0,75,75,2979,762,1656,0.46,162,397,0.408,384,502,0.765,176,240,416,291,114,82,167,205,2070,Vince Carter
1713,2001-02,00,1610612761,TOR,25.0,60,60,2386,559,1307,0.428,121,313,0.387,245,307,0.798,138,175,313,239,94,43,154,191,1484,Vince Carter
1713,2002-03,00,1610612761,TOR,26.0,43,42,1471,355,760,0.467,45,131,0.344,129,160,0.806,59,129,188,143,48,41,74,121,884,Vince Carter
1713,2003-04,00,1610612761,TOR,27.0,73,73,2786,608,1457,0.417,93,243,0.383,336,417,0.806,95,254,349,348,88,65,223,212,1645,Vince Carter
1713,2004-05,00,1610612761,TOR,28.0,20,20,608,124,302,0.411,19,59,0.322,50,72,0.694,28,38,66,61,25,15,22,56,317,Vince Carter
1713,2004-05,00,1610612751,NJN,28.0,57,56,2220,572,1239,0.462,108,254,0.425,317,388,0.817,78,257,335,266,84,33,146,187,1569,Vince Carter
1713,2004-05,00,0,TOT,28.0,77,76,2828,696,1541,0.452,127,313,0.406,367,460,0.798,106,295,401,327,109,48,168,243,1886,Vince Carter
1713,2005-06,00,1610612751,NJN,29.0,79,79,2906,653,1518,0.43,125,367,0.341,480,601,0.799,135,327,462,338,94,53,213,235,1911,Vince Carter
1713,2006-07,00,1610612751,NJN,30.0,82,82,3126,726,1598,0.454,156,437,0.357,462,576,0.802,114,378,492,393,82,30,217,266,2070,Vince Carter
1713,2007-08,00,1610612751,NJN,31.0,76,72,2959,587,1287,0.456,98,273,0.359,350,429,0.816,112,341,453,389,93,33,181,241,1622,Vince Carter
1713,2008-09,00,1610612751,NJN,32.0,80,80,2946,588,1345,0.437,151,392,0.385,335,410,0.817,74,336,410,376,82,38,166,234,1662,Vince Carter
1713,2009-10,00,1610612753,ORL,33.0,75,74,2310,434,1015,0.428,119,324,0.367,257,306,0.84,33,260,293,236,53,18,106,189,1244,Vince Carter
1713,2010-11,00,1610612753,ORL,34.0,22,22,664,125,266,0.47,27,78,0.346,56,75,0.747,11,79,90,64,20,3,36,70,333,Vince Carter
1713,2010-11,00,1610612756,PHX,34.0,51,41,1387,264,625,0.422,89,243,0.366,72,98,0.735,43,142,185,82,47,17,54,123,689,Vince Carter
1713,2010-11,00,0,TOT,34.0,73,63,2052,389,891,0.437,116,321,0.361,128,173,0.74,54,221,275,146,67,20,90,193,1022,Vince Carter
1713,2011-12,00,1610612742,DAL,35.0,61,40,1542,223,542,0.411,74,205,0.361,95,115,0.826,32,173,205,139,56,25,84,134,615,Vince Carter
1713,2012-13,00,1610612742,DAL,36.0,81,3,2093,372,855,0.435,162,399,0.406,182,223,0.816,58,276,334,194,74,44,106,226,1088,Vince Carter
1713,2013-14,00,1610612742,DAL,37.0,81,0,1973,330,811,0.407,146,371,0.394,161,196,0.821,67,217,284,212,61,35,108,209,967,Vince Carter
1713,2014-15,00,1610612763,MEM,38.0,66,1,1091,135,406,0.333,69,232,0.297,45,57,0.789,27,106,133,79,43,14,43,102,384,Vince Carter
1713,2015-16,00,1610612763,MEM,39.0,60,3,1005,133,343,0.388,59,169,0.349,70,84,0.833,31,115,146,56,38,16,35,101,395,Vince Carter
1713,2016-17,00,1610612763,MEM,40.0,73,15,1800,193,490,0.394,112,296,0.378,88,115,0.765,36,191,227,133,60,36,50,163,586,Vince Carter
1713,2017-18,00,1610612758,SAC,41.0,58,4,1026,114,283,0.403,57,165,0.345,28,37,0.757,18,130,148,69,42,26,36,96,313,Vince Carter
1713,2018-19,00,1610612737,ATL,42.0,76,9,1330,196,468,0.419,123,316,0.389,47,66,0.712,31,163,194,87,44,27,48,141,562,Vince Carter
1713,2019-20,00,1610612737,ATL,43.0,60,0,876,107,304,0.352,61,202,0.302,23,29,0.793,18,106,124,48,23,25,33,90,298,Vince Carter
1717,1998-99,00,1610612742,DAL,21.0,47,24,958,136,336,0.405,14,68,0.206,99,128,0.773,41,121,162,47,29,27,73,105,385,Dirk Nowitzki
1717,1999-00,00,1610612742,DAL,22.0,82,81,2938,515,1118,0.461,116,306,0.379,289,348,0.83,102,430,532,203,63,68,141,256,1435,Dirk Nowitzki
1717,2000-01,00,1610612742,DAL,23.0,82,82,3125,591,1247,0.474,151,390,0.387,451,538,0.838,119,635,754,173,79,101,156,245,1784,Dirk Nowitzki
1717,2001-02,00,1610612742,DAL,24.0,76,76,2891,600,1258,0.477,139,350,0.397,440,516,0.853,120,635,755,186,83,77,145,222,1779,Dirk Nowitzki
1717,2002-03,00,1610612742,DAL,25.0,80,80,3117,690,1489,0.463,148,390,0.379,483,548,0.881,81,710,791,239,111,82,152,206,2011,Dirk Nowitzki
1717,2003-04,00,1610612742,DAL,26.0,77,77,2914,605,1310,0.462,99,290,0.341,371,423,0.877,90,580,670,207,92,104,135,216,1680,Dirk Nowitzki
1717,2004-05,00,1610612742,DAL,27.0,78,78,3020,663,1445,0.459,91,228,0.399,615,708,0.869,96,661,757,240,97,119,176,219,2032,Dirk Nowitzki
1717,2005-06,00,1610612742,DAL,28.0,81,81,3089,751,1564,0.48,110,271,0.406,539,598,0.901,115,613,728,226,58,83,156,164,2151,Dirk Nowitzki
1717,2006-07,00,1610612742,DAL,29.0,78,78,2820,673,1341,0.502,72,173,0.416,498,551,0.904,122,571,693,263,52,62,167,171,1916,Dirk Nowitzki
1717,2007-08,00,1610612742,DAL,30.0,77,77,2769,630,1314,0.479,79,220,0.359,478,544,0.879,95,564,659,266,51,71,160,198,1817,Dirk Nowitzki
1717,2008-09,00,1610612742,DAL,31.0,81,81,3050,774,1616,0.479,61,170,0.359,485,545,0.89,88,593,681,197,61,63,157,176,2094,Dirk Nowitzki
1717,2009-10,00,1610612742,DAL,32.0,81,80,3039,720,1496,0.481,51,121,0.421,536,586,0.915,80,540,620,218,70,79,149,208,2027,Dirk Nowitzki
1717,2010-11,00,1610612742,DAL,33.0,73,73,2504,610,1179,0.517,66,168,0.393,395,443,0.892,50,463,513,190,38,47,137,172,1681,Dirk Nowitzki
1717,2011-12,00,1610612742,DAL,34.0,62,62,2079,473,1034,0.457,78,212,0.368,318,355,0.896,46,372,418,136,42,30,117,129,1342,Dirk Nowitzki
1717,2012-13,00,1610612742,DAL,35.0,53,47,1661,343,728,0.471,65,157,0.414,166,193,0.86,37,326,363,132,38,37,70,93,917,Dirk Nowitzki
1717,2013-14,00,1610612742,DAL,36.0,80,80,2628,633,1273,0.497,131,329,0.398,338,376,0.899,40,458,498,216,73,45,117,165,1735,Dirk Nowitzki
1717,2014-15,00,1610612742,DAL,37.0,77,77,2282,487,1062,0.459,104,274,0.38,255,289,0.882,44,413,457,143,39,33,82,160,1333,Dirk Nowitzki
1717,2015-16,00,1610612742,DAL,38.0,75,75,2364,498,1112,0.448,126,342,0.368,250,280,0.893,52,437,489,132,52,52,84,161,1372,Dirk Nowitzki
1717,2016-17,00,1610612742,DAL,39.0,54,54,1424,296,678,0.437,79,209,0.378,98,112,0.875,23,330,353,82,30,38,51,113,769,Dirk Nowitzki
1717,2017-18,00,1610612742,DAL,40.0,77,77,1900,346,758,0.456,138,337,0.409,97,108,0.898,22,416,438,120,43,45,51,146,927,Dirk Nowitzki
1717,2018-19,00,1610612742,DAL,41.0,51,20,795,135,376,0.359,64,205,0.312,39,50,0.78,5,153,158,35,9,18,18,76,373,Dirk Nowitzki
1718,1998-99,00,1610612738,BOS,21.0,48,47,1632,284,647,0.439,84,204,0.412,139,195,0.713,117,192,309,115,82,50,113,139,791,Paul Pierce
1718,1999-00,00,1610612738,BOS,22.0,73,72,2583,486,1099,0.442,96,280,0.343,359,450,0.798,83,313,396,221,152,62,178,237,1427,Paul Pierce
1718,2000-01,00,1610612738,BOS,23.0,82,82,3120,687,1513,0.454,147,384,0.383,550,738,0.745,94,428,522,253,138,69,262,251,2071,Paul Pierce
1718,2001-02,00,1610612738,BOS,24.0,82,82,3299,707,1598,0.442,210,520,0.404,520,643,0.809,81,485,566,261,154,86,241,237,2144,Paul Pierce
1718,2002-03,00,1610612738,BOS,25.0,79,79,3096,663,1592,0.416,118,391,0.302,604,753,0.802,106,472,578,349,139,62,288,227,2048,Paul Pierce
1718,2003-04,00,1610612738,BOS,26.0,80,80,3101,602,1497,0.402,115,384,0.299,517,631,0.819,69,453,522,410,131,52,303,234,1836,Paul Pierce
1718,2004-05,00,1610612738,BOS,27.0,82,82,2960,556,1223,0.455,108,292,0.37,549,668,0.822,78,461,539,348,133,39,230,255,1769,Paul Pierce
1718,2005-06,00,1610612738,BOS,28.0,79,79,3084,689,1462,0.471,111,314,0.354,627,812,0.772,77,453,530,375,107,34,273,223,2116,Paul Pierce
1718,2006-07,00,1610612738,BOS,29.0,47,46,1740,373,850,0.439,107,275,0.389,320,402,0.796,39,238,277,194,48,13,152,122,1173,Paul Pierce
1718,2007-08,00,1610612738,BOS,30.0,80,80,2874,509,1098,0.464,143,365,0.392,409,485,0.843,53,358,411,363,101,36,221,200,1570,Paul Pierce
1718,2008-09,00,1610612738,BOS,31.0,81,81,3035,540,1181,0.457,119,304,0.391,459,553,0.83,56,401,457,294,80,27,228,215,1658,Paul Pierce
1718,2009-10,00,1610612738,BOS,32.0,71,71,2411,409,867,0.472,109,263,0.414,369,433,0.852,39,271,310,218,84,31,166,196,1296,Paul Pierce
1718,2010-11,00,1610612738,BOS,33.0,80,80,2774,507,1021,0.497,111,297,0.374,386,449,0.86,34,396,430,260,80,51,171,231,1511,Paul Pierce
1718,2011-12,00,1610612738,BOS,34.0,61,61,2075,394,890,0.443,100,273,0.366,293,344,0.852,37,280,317,274,70,26,173,147,1181,Paul Pierce
1718,2012-13,00,1610612738,BOS,35.0,77,77,2575,476,1092,0.436,145,382,0.38,333,423,0.787,45,442,487,370,84,30,214,210,1430,Paul Pierce
1718,2013-14,00,1610612751,BKN,36.0,75,68,2098,321,712,0.451,112,300,0.373,256,310,0.826,26,322,348,178,86,31,153,190,1010,Paul Pierce
1718,2014-15,00,1610612764,WAS,37.0,73,73,1914,293,656,0.447,118,303,0.389,164,210,0.781,45,249,294,144,46,24,92,160,868,Paul Pierce
1718,2015-16,00,1610612746,LAC,38.0,68,38,1231,144,397,0.363,75,242,0.31,54,66,0.818,12,174,186,71,33,17,58,129,417,Paul Pierce
1718,2016-17,00,1610612746,LAC,39.0,25,7,277,28,70,0.4,15,43,0.349,10,13,0.769,1,47,48,10,4,5,16,40,81,Paul Pierce
1495,1997-98,00,1610612759,SAS,22.0,82,82,3204,706,1287,0.549,0,10,0.0,319,482,0.662,274,703,977,224,55,206,279,254,1731,Tim Duncan
1495,1998-99,00,1610612759,SAS,23.0,50,50,1963,418,845,0.495,1,7,0.143,247,358,0.69,159,412,571,121,45,126,146,147,1084,Tim Duncan
1495,1999-00,00,1610612759,SAS,24.0,74,74,2875,628,1281,0.49,1,11,0.091,459,603,0.761,262,656,918,234,66,165,242,210,1716,Tim Duncan
1495,2000-01,00,1610612759,SAS,25.0,82,82,3174,702,1406,0.499,7,27,0.259,409,662,0.618,259,738,997,245,70,192,242,247,1820,Tim Duncan
1495,2001-02,00,1610612759,SAS,26.0,82,82,3329,764,1504,0.508,1,10,0.1,560,701,0.799,268,774,1042,307,61,203,263,217,2089,Tim Duncan
1495,2002-03,00,1610612759,SAS,27.0,81,81,3181,714,1392,0.513,6,22,0.273,450,634,0.71,259,784,1043,316,55,237,248,231,1884,Tim Duncan
1495,2003-04,00,1610612759,SAS,28.0,69,68,2527,592,1181,0.501,2,12,0.167,352,588,0.599,227,632,859,213,62,185,183,164,1538,Tim Duncan
